Image_ID	Target
ID_BA93FE47206D951D8B7A9C64_PBW	23
ID_110ACFB20FDC0F972BEC602E_ABW	6
ID_4B04D5513DC2FB3F8910D91C_PBW	2
ID_F6901A96C583CD7D58A6F654_ABW	8
ID_0EF4B21E2C3B93627D17B43B_PBW	17
ID_9D56268AC043EB55853183D8_PBW	2
ID_2207C0009434A9A7266D4242_PBW	9
ID_D9A3D62DD759C62C7874A56B_PBW	1
ID_AE2C4996AC01F09DFA6213B4_PBW	24
ID_1C898140123B54B06E4B8F8B_PBW	6
ID_E6E8F5B2D265C6D4A015DDE6_PBW	8
ID_06A899B540250C16D80096C3_PBW	3
ID_06A899B540250C16D80096C3_ABW	1
ID_EDABDB9222420684135F2FB4_ABW	5
ID_F247C99EDC4BB57A848998D7_ABW	4
ID_829459DDF55171048D5AA381_PBW	3
ID_D398F800EC5533666B0AB77D_PBW	49
ID_4D7F2335C9CE175FD4C2DD91_PBW	1
ID_CF88AD3B6A8AEF32EF2BADD2_ABW	8
ID_B165EF70D9C1B3299795B221_PBW	2
ID_9A09EB04E675814B83FBD204_PBW	9
ID_C12584A40C5479F9F0044673_PBW	6
ID_9664A9F9E9248E5F3F8D1B75_PBW	78
ID_02590BA81FA34389C3B31AFE_PBW	3
ID_5EB69E3B0D78EA79D667FF85_ABW	8
ID_A05B0762EE4D35C36E1B6DE5_PBW	39
ID_64F509815EB40D47CBA8FCDE_PBW	9
ID_CC56B29DB6CD6F6B2DD406D1_PBW	14
ID_D7636CBC6721516452959FBE_ABW	6
ID_DF6A6C64525D886A7B0263D5_PBW	5
ID_943DA46AF5EF28FDB3044C8B_ABW	1
ID_943DA46AF5EF28FDB3044C8B_PBW	1
ID_EA93559E48AE88CBDA08626E_PBW	2
ID_FC3688476C8760E5896D5C03_PBW	8
ID_9E01F9695E2F4DE961AE4CFE_PBW	21
ID_0F44842A692FFFA7524E1524_PBW	6
ID_F91865E166764017FE76B14D_PBW	22
ID_45AEEB8024A2E0D4237B8B38_PBW	10
ID_A015EC8C10A18A6B782B6ACB_PBW	38
ID_B4EE79AAA89790C9F5EB2A51_PBW	4
ID_F981BC1BC817396085E3E2F3_PBW	7
ID_1031A7F179C949ED8326EA39_PBW	18
ID_4E8EBEEDE7C510DAE46408B4_PBW	1
ID_38DB45DA002B751C192DF32A_PBW	22
ID_703A7AEE3510EF871D7B77D6_PBW	6
ID_EB1573C1B1A3C56C974B45BC_PBW	24
ID_EB1573C1B1A3C56C974B45BC_ABW	1
ID_843613654B429D7E29807471_PBW	1
ID_D619F62F76DF8D99692B4448_ABW	5
ID_74539284E42B86A361492889_PBW	67
ID_0F243A72D770BEBF72F7D6E3_ABW	5
ID_2AF67EC4EFF4113C3C10292E_ABW	5
ID_1774923FC007725A7F5F457A_PBW	19
ID_777C1F76F0F868D52CCF6570_ABW	8
ID_3E7B585A224607B181CEF9A7_PBW	11
ID_1C4C83AAAF79963766080DB5_PBW	10
ID_A51EF614C28D8D855F634672_PBW	38
ID_0E84563AFE0917ABA0A7FE99_PBW	17
ID_397033E90F020CE1D2FAEF41_ABW	10
ID_D04F0306B684F875D9425ED9_PBW	1
ID_B8D829895EC80D61A42FD6A3_PBW	32
ID_F6E4090ACC3D44EE933F6EFC_PBW	5
ID_0323E5AFAAB0ECC5EAAB017F_PBW	9
ID_3F1502C4710A94F6B8FFCC5D_PBW	15
ID_3F1502C4710A94F6B8FFCC5D_ABW	1
ID_1DF0B362D8493ACFFB2231C7_PBW	4
ID_3F8628C6914B0DC1509166F5_ABW	8
ID_91AB484CA5C20DBC5F29EE3F_PBW	2
ID_6376C4FD7F5F32FD83396794_PBW	274
ID_1DDA817ED963ED1F3120FB22_PBW	3
ID_558CBC0F3ED881DD252ABC83_PBW	7
ID_029524F198D269F66D8FBF26_PBW	5
ID_76E02D625E6030D6D56A5FD2_PBW	53
ID_18FDB0DE64A2CE0D389464D1_ABW	1
ID_C00348B0CEEA32E7062B5A34_ABW	5
ID_87E0017A44E656134C7A239F_PBW	91
ID_C1C7378525208F7D7EDAAB4D_ABW	15
ID_85DAD119CB97F600F106D988_PBW	28
ID_E01499149302EC4F9AD382D9_PBW	31
ID_AFC49E3355E3713C423CA076_ABW	14
ID_711D021A710187ECBE0F49E5_PBW	32
ID_DB8AAD4E5B13AA9BD2A69E45_PBW	77
ID_3B5E8F4BFBE2346BCD0C9222_PBW	6
ID_8AA371D964E3DD648F794047_PBW	16
ID_AD4A27B57B7DC21FD2E61F00_PBW	71
ID_43D1297AD0CB27DB9B588066_PBW	8
ID_1E6255F28B3B80E30A205610_PBW	6
ID_5E50E36FCA742497909BAE44_PBW	12
ID_039A523F45EB5CF00ED59F3A_PBW	4
ID_6AAB1F5F9ECB7FE00397D03F_PBW	4
ID_81336482CCE85ADDFE6A8296_PBW	21
ID_5AF3288F6169C876E2B0F52A_ABW	1
ID_ABA29D879D85752453AD0DF6_PBW	303
ID_6B79DC5D6DB1990C67E47AAB_ABW	3
ID_7713499CFAED924F9E73F2F8_PBW	33
ID_773220A5A4DA9C9FB3184133_PBW	5
ID_C1E101453B15AF34723EF05A_ABW	5
ID_F11B846C5DC0D9B877850584_ABW	6
ID_F11B846C5DC0D9B877850584_PBW	1
ID_3F5EA6A102371F3A262B638A_ABW	2
ID_2E039E4704056D6CF5CE6168_ABW	8
ID_2E039E4704056D6CF5CE6168_PBW	1
ID_1979AB333716A0F5F4B97560_PBW	2
ID_80373E4E5C6C824981A50958_ABW	5
ID_E10D82B2956E0D0ACC8FC5EC_PBW	29
ID_6AF70677E542CC83EEA0514B_PBW	1
ID_EDFF29EBDB00E493F268F2FA_PBW	6
ID_72713FC93E0DA7CD13DE6D2C_ABW	1
ID_ABCAA7B80DC875FBD1B5434F_PBW	9
ID_6F1F010687E2519F5FEA8369_ABW	4
ID_C371529E77F74360EC7705CE_PBW	95
ID_6E7A8C81BF5AC037306C3522_PBW	32
ID_868BEFAE6D8554F9D3130D64_PBW	3
ID_F639A02A440EB889A33BD70B_PBW	7
ID_2C384D8B3AD94CF6AA2DF980_ABW	5
ID_25FAEDA04663AD9819DC8541_ABW	7
ID_5F57EDE164FCC9B3C218CBB1_PBW	19
ID_0A6825554A4471EE23131107_PBW	5
ID_8721708642CDAF6E81854D58_PBW	5
ID_7147714CFEA7906978B719B8_PBW	35
ID_012F7B35E6C96AAB38D9FC42_PBW	2
ID_9626D0FE7C00F0F6F0C41B02_PBW	91
ID_1CF8DFF94FB5FA22D26C8D3D_PBW	5
ID_66D55120BD35523ED80B8347_PBW	1
ID_A05FE623CE31D26AC1739EAB_PBW	2
ID_5ADA0AC8F2BAAF537262247C_ABW	5
ID_2725EDCF8B71AC3071FFF326_PBW	8
ID_3B8C8D2F705A56AEB58802C8_PBW	10
ID_24A23F2B10E8FE1AB1EBD1D8_PBW	1
ID_121929740656D7DAF2AED885_PBW	2
ID_AF3E047B0D12FE4935685CE2_ABW	1
ID_EE5660971F92923DBBC35F53_PBW	3
ID_559C7D47F096AED23D2A2DDE_PBW	2
ID_80867C5944474A6331A014F7_PBW	1
ID_69E04E3EAACBD276EA8DF80A_PBW	1
ID_E8E14CDA3AD4583F0B5135B2_PBW	6
ID_CA14C585BC43DB7B5BAE6EEF_PBW	12
ID_988C614E5200397D0FA07283_PBW	10
ID_E3B3954B2D649E7292A80DE6_PBW	7
ID_839B95401E448D8C253A4177_ABW	6
ID_839B95401E448D8C253A4177_PBW	3
ID_A2EE23AE95E967088AE528E6_PBW	8
ID_E69F39987FB77E1A73C528D2_PBW	3
ID_E69F39987FB77E1A73C528D2_ABW	2
ID_CFA97810D74DA9AE07747FF6_PBW	10
ID_AB10E15F6C7411FCD9C6473E_PBW	3
ID_AB10E15F6C7411FCD9C6473E_ABW	1
ID_704DE1EC207FA0880D8CCE15_PBW	1
ID_EA0AA5630F616BE7A782E25B_PBW	10
ID_8AFD4B9EBC871E8C05DAAB29_PBW	12
ID_6EA76D5E4274308EAC760A18_PBW	2
ID_3D01EC0EF40467D182877BA5_ABW	12
ID_64C339192140AD3FC78D5B77_PBW	21
ID_1CC04A85AF56FF126C94225E_ABW	8
ID_0C0AE6C4AAD94BD8F01CEDA4_PBW	19
ID_3A70ED45AFBBB4F9FAF84461_ABW	10
ID_46F39916D246B7CCEC87A410_ABW	1
ID_2C18BEDFECD347BAFCF70AD0_PBW	10
ID_07DB35F11B042E68E8019CC7_PBW	1
ID_71A2D546A8539D54FC905245_PBW	15
ID_6BB953ECCEE2F59428F0E174_PBW	18
ID_94260034246D6F27EA904455_ABW	3
ID_E8CD26F34B22D40963CB7359_PBW	5
ID_C87360775F7F2236D2D784C7_PBW	3
ID_A8620E40A539C41635E57E04_PBW	7
ID_A1898F5E88D9861845181ADA_ABW	1
ID_F26C0E04AF31B781BC324A9F_ABW	9
ID_F6561725E1D389A73E9E1CDF_PBW	8
ID_77D994FBE08E88CA5A5CE1DB_PBW	2
ID_5ADFB6790540FBB8E839BA7E_ABW	5
ID_3632858A312E8D36D83176EB_ABW	8
ID_6CA84D4D1CA1163EF7CD4806_ABW	5
ID_9F5D41CBEE9D979F4D37F020_PBW	7
ID_E1D378A6BC9DBEDD4FACF4BD_PBW	42
ID_07D8170E71048D541360E89C_PBW	20
ID_765AB56AD151E0EF469F8641_ABW	4
ID_CCEA59611B23ED2C5AC5BE34_PBW	8
ID_9A7E6BE1A4A0AD4B6CD445CA_PBW	1
ID_31DDB657337DF8DA42102B22_PBW	53
ID_8BF28C6FA87B68E640F91E63_PBW	12
ID_E43ED1492845AE8F48467CFF_PBW	3
ID_4BA2E7E5BE03C775EC6A9C4F_ABW	1
ID_E6C4F7E5010A42DD618100A5_PBW	38
ID_45F54853CEF1CA0201425B1D_ABW	5
ID_FE2551BD9F55C490D84ECDBD_ABW	3
ID_FE8802DEC2708E89A9B89F09_PBW	5
ID_0879E7AFDDF833A7DFEBAA72_ABW	7
ID_AA30BC3C0D0B18139AC46549_ABW	3
ID_DFFAEFC61B6C9796D853A357_PBW	1
ID_3D55A92BE019939BBC59958D_PBW	26
ID_D1868529ECBDE7EB77FC984D_PBW	6
ID_6653254B6DB2BF6265C71486_PBW	6
ID_BE4F575752B10D1AB43E8E85_PBW	11
ID_2297ED5C579D5DFC910A1B24_PBW	21
ID_4CAA554A648E1169E68E418A_PBW	2
ID_22398EF7B7431F22462A88AA_PBW	7
ID_2E59A2A183E19D979CA9C452_PBW	45
ID_5D3E8DADF1EAB86097A980FD_ABW	6
ID_11C9A092C1C360925A4E89BC_PBW	3
